canonical_character_id,preferred_label,canonical_definition,first_definition_source,first_occurrence,origin_type,parent_canonical_ids,parent_relationship,source_reference_codes,related_non_equivalent_concepts,confidence,all_occurrence_count,analysis_occurrence_count,analysis_matrix_count,matrices_present,reference_layer_present,earliest_analysis_year,latest_analysis_year,analysis_span_years,review_status,freeze_phase1_status,freeze_phase1_recommended_confidence,freeze_phase1_note,freeze_phase2_status,freeze_phase2_recommended_confidence,freeze_phase2_note,phase2_parent_canonical_id,freeze_phase3_C12_status,freeze_phase3_C12_recommended_confidence,freeze_phase3_C12_note,freeze_phase4_DE12_status,freeze_phase4_DE12_recommended_confidence,freeze_phase4_DE12_note,freeze_phase5_GA11_status,freeze_phase5_GA11_recommended_confidence,freeze_phase5_GA11_note,freeze_phase6_M26_status,freeze_phase6_M26_recommended_confidence,freeze_phase6_M26_note,v1_freeze_status,v1_freeze_confidence,v1_freeze_note
MC0042,VOMER_ARTICULATION,"Vomer, anterior articulation: maxilla (0); premaxilla (1).",Wilson (2002),WIL02_REF:C42,baseline,,,,,high,7,6,6,WU09; KN10; C12; W02; M19; M26,yes,2009,2026,17,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0043,SO < F.MAGNUM HEIGHT,"Supraoccipital, height: twice (0) subequal to or less than (1) height of foramen magnum.",Wilson (2002),WIL02_REF:C43,baseline,,,,,high,9,8,8,WU09; KN10; GA11; C12; DE12; W02; M19; M26,yes,2009,2026,17,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0044,POP W/NONARTICULAR VENT PR,"Paroccipital process, ventral nonarticular pro- cess: absent (0); present (1).",Wilson (2002),WIL02_REF:C44,baseline,,,,,high,9,8,8,WU09; KN10; GA11; C12; DE12; W02; M19; M26,yes,2009,2026,17,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0045,DORSOLATERAL_PROCESS_OF_PRO,"Crista prootica, size: rudimentary (0); expanded laterally into ‘dorsolateral process’ (1).",Wilson (2002),WIL02_REF:C45,baseline,,,,,high,5,4,4,WU09; KN10; C12; W02,yes,2009,2014,5,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0046,BPT_LENGTH,"Basipterygoid processes, length: short, approxi- mately twice (0) or elongate, at least four times (1) basal diameter.",Wilson (2002),WIL02_REF:C46,baseline,,,,,high,7,6,6,WU09; KN10; C12; W02; M19; M26,yes,2009,2026,17,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0047,BPT_SPREAD,"Basipterygoid processes, angle of divergence: approximately 45° (0); less than 30° (1).",Wilson (2002),WIL02_REF:C47,baseline,,,,,high,6,5,5,WU09; KN10; GA11; C12; W02,yes,2009,2014,5,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0048,BASAL TUBERA-SHEETINLIKE,"Basal tubera, anteroposterior depth: approxi- mately half dorsoventral height (0); sheet-like, 20% dorsoventral height (1).",Wilson (2002),WIL02_REF:C48,baseline,,,,,high,8,7,7,WU09; KN10; GA11; C12; W02; M19; M26,yes,2009,2026,17,frozen-v1.0,NOT_YET_AUDITED,,,FROZEN_WITH_PHASE2_REDIRECT,high,Retained canonical ID gained M19/M26 occurrences through a source/definition-level Phase-2 redirect.,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0049,BT_NARROW,"Basal tubera, breadth: much broader than (0) or narrower than occipital condyle (1).",Wilson (2002),WIL02_REF:C49,baseline,,,,,high,8,7,7,WU09; KN10; C12; DE12; W02; M19; M26,yes,2009,2026,17,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0050,BS_DEPRESSION,Basioccipital depression between foramen mag- num and basal tubera: absent (0); present (1).,Wilson (2002),WIL02_REF:C50,baseline,,,,,high,5,4,4,WU09; KN10; C12; W02,yes,2009,2014,5,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0051,BS/BPT RECESS,Basisphenoid/basipterygoid recess: present (0); absent (1).,Wilson (2002),WIL02_REF:C51,baseline,,,,,high,5,4,4,WU09; KN10; C12; W02,yes,2009,2014,5,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0052,BS-Q CONTACT,Basisphenoid-quadrate contact: absent (0); present (1).,Wilson (2002),WIL02_REF:C52,baseline,,,,,high,7,6,6,WU09; KN10; C12; W02; M19; M26,yes,2009,2026,17,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0053,BPT_ORIENTATION,"Basipterygoid processes, orientation: perpendic- ular to (0) or angled approximately 45° to (1) skull roof.",Wilson (2002),WIL02_REF:C53,baseline,,,,,high,7,6,6,WU09; KN10; C12; W02; M19; M26,yes,2009,2026,17,frozen-v1.0,NOT_YET_AUDITED,,,FROZEN_WITH_PHASE2_REDIRECT,high,Retained canonical ID gained M19/M26 occurrences through a source/definition-level Phase-2 redirect.,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0054,OCCIPUT_FLAT,"Occipital region of skull, shape: anteroposteri- orly deep, paroccipital processes oriented posterolaterally (0); flat, paroccipital processes oriented transversely (1).",Wilson (2002),WIL02_REF:C54,baseline,,,,,high,5,4,4,WU09; KN10; C12; W02,yes,2009,2014,5,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0055,D_DEEPENS_ANTERIORLY,"Dentary, depth of anterior end of ramus: slightly less than that of dentary at midlength (0); 150% minimum depth (1).",Wilson (2002),WIL02_REF:C55,baseline,,,,,high,7,6,6,WU09; KN10; C12; W02; M19; M26,yes,2009,2026,17,frozen-v1.0,NOT_YET_AUDITED,,,FROZEN_WITH_PHASE2_REDIRECT,high,Retained canonical ID gained M19/M26 occurrences through a source/definition-level Phase-2 redirect.,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0056,D_WITH_CHIN,"Dentary, anteroventral margin shape: gently rounded (0); sharply projecting triangular pro- cess or ‘chin’ (1).",Wilson (2002),WIL02_REF:C56,baseline,,,,,high,7,6,6,WU09; KN10; C12; W02; M19; M26,yes,2009,2026,17,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0057,DENTARY_SYMPH_PERP_TO_RAMUS,"Dentary symphysis, orientation: angled 15° or more anteriorly to (0) or perpendicular to (1) axis of jaw ramus.",Wilson (2002),WIL02_REF:C57,baseline,,,,,high,5,4,4,WU09; KN10; C12; W02,yes,2009,2014,5,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0058,EMF_CLOSED,External mandibular fenestra: present (0); absent (1).,Wilson (2002),WIL02_REF:C58,baseline,,,,,high,7,6,6,WU09; KN10; C12; W02; M19; M26,yes,2009,2026,17,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0059,CORONOID,Surangular depth: less than twice (0) or more than two and one-half times (1) maximum depth of the angular.,Wilson (2002),WIL02_REF:C59,baseline,,,,,high,8,7,7,WU09; KN10; C12; DE12; W02; M19; M26,yes,2009,2026,17,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0060,SA_RIDGE,Surangular ridge separating adductor and artic- ular fossae: absent (0); present (1).,Wilson (2002),WIL02_REF:C60,baseline,,,,,high,5,4,4,WU09; KN10; C12; W02,yes,2009,2014,5,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0061,ADDUCTOR_F_MED_WALL_DEPTH,"Adductor fossa, medial wall depth: shallow (0); deep, prearticular expanded dorsoventrally (1).",Wilson (2002),WIL02_REF:C61,baseline,,,,,high,5,4,4,WU09; KN10; C12; W02,yes,2009,2014,5,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0062,SPL_POST_PR_SEP_ANG_AND_PRART,"Splenial posterior process, position: overlapping angular (0); separating anterior portions of prearticular and angular (1).",Wilson (2002),WIL02_REF:C62,baseline,,,,,high,5,4,4,WU09; KN10; C12; W02,yes,2009,2014,5,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0063,SPL W/DISTINCT ANT&D PR'S,"Splenial posterodorsal process: present, approaching margin of adductor chamber (0); absent (1).",Wilson (2002),WIL02_REF:C63,baseline,,,,,high,5,4,4,WU09; KN10; C12; W02,yes,2009,2014,5,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0064,CORONOID_REDUCED,"Coronoid, size: extending to dorsal margin of jaw (0); reduced, not extending dorsal to splenial (1); absent (2).",Wilson (2002),WIL02_REF:C64,baseline,,,,,high,5,4,4,WU09; KN10; C12; W02,yes,2009,2014,5,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0065,TOOTH_ROWS_ARCHED,"Tooth rows, shape of anterior portions: narrowly arched, anterior portion of tooth rows V-shaped (0); broadly arched, anterior portion of tooth rows U-shaped (1); rectangular, tooth-bearing portion of jaw perpendicular to jaw rami (2).",Wilson (2002),WIL02_REF:C65,baseline,,,,,high,5,4,4,WU09; KN10; C12; W02,yes,2009,2014,5,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0066,TOOTH_ROWS_RESTICTED_ANTERIORLY,"Tooth rows, length: extending to orbit (0); res- tricted anterior to orbit (1); restricted anterior to subnarial foramen (2).",Wilson (2002),WIL02_REF:C66,baseline,,,,,high,7,6,6,WU09; KN10; C12; W02; M19; M26,yes,2009,2026,17,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0067,PRECISE_OCCLUSION,Crown-to-crown occlusion: absent (0); present (1).,Wilson (2002),WIL02_REF:C67,baseline,,,,,high,4,3,3,WU09; KN10; W02,yes,2009,2014,5,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0068,V_SHAPED_WEAR_FACETS,"Occlusal pattern: interlocking, V-shaped facets (0); high-angled planar facets (1); low-angled pla- nar facets (2).",Wilson (2002),WIL02_REF:C68,baseline,,,,,high,6,5,5,WU09; KN10; W02; M19; M26,yes,2009,2026,17,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0069,TOOTH_CROWN_OVERLAP,"Tooth crowns, orientation: aligned along jaw axis, crowns do not overlap (0); aligned slightly anterolingually, tooth crowns overlap (1).",Wilson (2002),WIL02_REF:C69,baseline,,,,,high,8,7,7,WU09; KN10; C12; DE12; W02; M19; M26,yes,2009,2026,17,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0070,SPATULATE_CROWNS,"Tooth crowns, cross-sectional shape at mid- crown: elliptical (0); D-shaped (1); cylindrical (2).",Wilson (2002),WIL02_REF:C70,baseline,,,,,high,8,7,7,WU09; KN10; GA11; C12; W02; M19; M26,yes,2009,2026,17,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0071,WRINKLED_ENAMEL,Enamel surface texture: smooth (0); wrinkled (1).,Wilson (2002),WIL02_REF:C71,baseline,,,,,high,5,4,4,WU09; KN10; C12; W02,yes,2009,2014,5,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0072,DENTICLES_ABSENT,Marginal tooth denticles: present (0); absent on posterior edge (1); absent on both anterior and posterior edges (2).,Wilson (2002),WIL02_REF:C72,baseline,,,,,high,8,7,7,WU09; KN10; C12; DE12; W02; M19; M26,yes,2009,2026,17,frozen-v1.0,NOT_YET_AUDITED,,,FROZEN_WITH_PHASE2_REDIRECT,high,Retained canonical ID gained M19/M26 occurrences through a source/definition-level Phase-2 redirect.,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0073,DENTARY_TOOTH_COUNT,"Dentary teeth, number: greater than 20 (0); 17 or fewer (1).",Wilson (2002),WIL02_REF:C73,baseline,,,,,high,8,7,7,WU09; KN10; C12; DE12; W02; M19; M26,yes,2009,2026,17,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0074,REPLACEMENT TEETH/ALVEOLUS,"Replacement teeth per alveolus, number: two or fewer (0); more than four (1).",Wilson (2002),WIL02_REF:C74,baseline,,,,,high,7,6,6,WU09; KN10; C12; W02; M19; M26,yes,2009,2026,17,frozen-v1.0,NOT_YET_AUDITED,,,FROZEN_WITH_PHASE2_REDIRECT,high,Retained canonical ID gained M19/M26 occurrences through a source/definition-level Phase-2 redirect.,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0075,PROCUMBENT_DENTITION,"Teeth, orientation: perpendicular (0) or oriented anteriorly relative (1) to jaw margin.",Wilson (2002),WIL02_REF:C75,baseline,,,,,high,5,4,4,WU09; KN10; C12; W02,yes,2009,2014,5,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0076,LINGUAL_CROWN_GROOVES,"Teeth, longitudinal grooves on lingual aspect: absent (0); present (1).",Wilson (2002),WIL02_REF:C76,baseline,,,,,high,5,4,4,WU09; KN10; C12; W02,yes,2009,2014,5,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0077,SPONGY_BONE,"Presacral bone texture: solid (0); spongy, with large, open internal cells, ‘camellate’ (Britt, 1993, 1997) (1).",Wilson (2002),WIL02_REF:C77,baseline,,,,,high,6,5,5,WU09; KN10; GA11; DE12; W02,yes,2009,2014,5,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0078,PRESAC_PLEUROCOELS,"Presacral centra, pneumatopores (pleurocoels): absent (0); present (1).",Wilson (2002),WIL02_REF:C78,baseline,,,,,high,5,4,4,WU09; KN10; DE12; W02,yes,2009,2014,5,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0079,ATL_IC_ELONGATE,"Atlantal intercentrum, occipital facet shape: rectangular in lateral view, length of dorsal aspect subequal to that of ventral aspect (0); expanded anteroventrally in lateral view, antero- posterior length of dorsal aspect shorter than that of ventral aspect (1).",Wilson (2002),WIL02_REF:C79,baseline,,,,,high,7,6,6,WU09; KN10; C12; W02; M19; M26,yes,2009,2026,17,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0080,#CERVICALS,"Cervical vertebrae, number: 9 or fewer (0); 10 (1); 12 (2); 13 (3); 15 or greater (4).",Wilson (2002),WIL02_REF:C80,baseline,,,,,high,9,8,8,WU09; KN10; GA11; C12; DE12; W02; M19; M26,yes,2009,2026,17,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0081,CERVICAL_LAMINAE_RUD,"Cervical neural arch lamination: well developed, with well defined laminae and coels (0); rudimen- tary; diapophyseal laminae only feebly developed if present (1).",Wilson (2002),WIL02_REF:C81,baseline,,,,,high,5,4,4,WU09; KN10; C12; W02,yes,2009,2014,5,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0082,CERVICALS_OPISTHOCOELOUS,"Cervical centra, articular face morphology: amphicoelous (0); opisthocoelous (1).",Wilson (2002),WIL02_REF:C82,baseline,,,,,high,5,4,4,WU09; KN10; C12; W02,yes,2009,2014,5,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0083,DIVIDED_PLEUROCOELS,"Cervical pneumatopores (pleurocoels), shape: simple, undivided (0); complex, divided by bony septa (1).",Wilson (2002),WIL02_REF:C83,baseline,,,,,high,6,5,5,WU09; KN10; GA11; DE12; W02,yes,2009,2014,5,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0084,ANT CV CENTRA H/W=1.25,"Anterior cervical centra, height:width ratio: less than 1 (0); approximately 1.25 (1).",Wilson (2002),WIL02_REF:C84,baseline,,,,,high,7,6,6,WU09; KN10; C12; W02; M19; M26,yes,2009,2026,17,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
