occurrence_id,matrix_id,dataset_name,dataset_role,year,source_character_no,canonical_character_id,original_canonical_character_id,source_label,source_definition,source_states,ordering,source_block,relationship_to_canonical,parent_occurrence,parent_canonical_ids,definition_source,source_attribution,source_reference_codes,related_non_equivalent_concepts,mapping_confidence,top_candidates,notes
WIL02_REF:C87,WIL02_REF,Wilson (2002) reference layer,reference,2002,87,MC0087,MC0087,MID_CERV_N._ARCHES_DEEP,"Mid-cervical neural arches, height: less than that of posterior centrum face (0); greater than that of posterior centrum face (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C88,WIL02_REF,Wilson (2002) reference layer,reference,2002,88,MC0088,MC0088,MID/POST CV DIV CPRL,"Middle and posterior cervical neural arches, cen- troprezygapophyseal lamina (cprl), shape: single (0); divided (1). Wilson [1999a: 650, 651] errone- ously lists this as characterizing dorsal neural arches.)",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C89,WIL02_REF,Wilson (2002) reference layer,reference,2002,89,MC0089,MC0089,BIFID POST CV/ANT DORSAL NSP'S,"Posterior cervical and anterior dorsal neural spines, shape: single (0); bifid (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C90,WIL02_REF,Wilson (2002) reference layer,reference,2002,90,MC0090,MC0090,POST CV/ANT D W/MEDIAN TUB,"Posterior cervical and anterior dorsal bifid neu- ral spines, median tubercle: absent (0); present (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C91,WIL02_REF,Wilson (2002) reference layer,reference,2002,91,MC0091,MC0091,#_DORSALS,"Dorsal vertebrae, number: 15 (0); 14 (1); 13 (2); 12 (3); 11 (4); 10 or fewer (5).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C92,WIL02_REF,Wilson (2002) reference layer,reference,2002,92,MC0092,MC0092,DORSAL N SP'S BROAD,"Dorsal neural spines, breadth: narrower (0) or much broader (1) transversely than anteroposteriorly.",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C93,WIL02_REF,Wilson (2002) reference layer,reference,2002,93,MC0093,MC0093,DORS NSP'S LONG,"Dorsal neural spines, length: approximately twice (0) or approximately four times (1) centrum length.",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C94,WIL02_REF,Wilson (2002) reference layer,reference,2002,94,MC0094,MC0094,ANTERIOR_DORSALS_OPISTHOCOELOUS,"Anterior dorsal centra, articular face shape: amphicoelous (0); opisthocoelous (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C95,WIL02_REF,Wilson (2002) reference layer,reference,2002,95,MC0095,MC0095,ANT_D_DIV_CPOL,"Middle and posterior dorsal neural arches, cen- tropostzygapophyseal lamina (cpol), shape: sin- gle (0); divided (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C96,WIL02_REF,Wilson (2002) reference layer,reference,2002,96,MC0096,MC0096,MID/P DV ACPL,"Middle and posterior dorsal neural arches, ante- rior centroparapophyseal lamina (acpl): absent (0); present (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C97,WIL02_REF,Wilson (2002) reference layer,reference,2002,97,MC0097,MC0097,MID/P DV PRPL,"Middle and posterior dorsal neural arches, prezygoparapophyseal lamina (prpl): absent (0); present (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C98,WIL02_REF,Wilson (2002) reference layer,reference,2002,98,MC0098,MC0098,MID/P DV PCPL,"Middle and posterior dorsal neural arches, pos- terior centroparapophyseal lamina (pcpl): absent (0); present (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C99,WIL02_REF,Wilson (2002) reference layer,reference,2002,99,MC0099,MC0099,MID/P DV SPDL,"Middle and posterior dorsal neural arches, spin- odiapophyseal lamina (spdl): absent (0); present (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C100,WIL02_REF,Wilson (2002) reference layer,reference,2002,100,MC0100,MC0100,MID/P DV SPOL DIV,Middle and posterior dorsal neural arches spino- postzygapophyseal lamina (spol) shape: single (0); divided (1).,,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C101,WIL02_REF,Wilson (2002) reference layer,reference,2002,101,MC0101,MC0101,SPDL + SPOL,"Middle and posterior dorsal neural arches, spin- odiapophyseal lamina (spdl) and spinopostzy- gapophyseal lamina (spol) contact: absent (0); present (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C102,WIL02_REF,Wilson (2002) reference layer,reference,2002,102,MC0102,MC0102,TRIANGULAR_N_SP_ON_DORSALS,"Middle and posterior dorsal neural spines, shape: tapering or not flaring distally (0); flared distally, with pendant, triangular lateral pro- cesses (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C103,WIL02_REF,Wilson (2002) reference layer,reference,2002,103,MC0103,MC0103,INFRDIAPOPHYSEAL_PNPORE,"Middle and posterior dorsal neural arches, ‘infra- diapophyseal’ pneumatopore between acdl and pcdl: absent (0); present (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C104,WIL02_REF,Wilson (2002) reference layer,reference,2002,104,MC0104,MC0104,POSTERODORSALLY_INCLINED_N_SP,"Middle and posterior dorsal neural spines, orien- tation: vertical (0); posterior, neural spine sum- mit approaches level of diapophyses (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C105,WIL02_REF,Wilson (2002) reference layer,reference,2002,105,MC0105,MC0105,POST_DV_OPISTHOCOELOUS,"Posterior dorsal centra, articular face shape: amphicoelous (0); opisthocoelous (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C106,WIL02_REF,Wilson (2002) reference layer,reference,2002,106,MC0106,MC0106,POST DV HYP-HYP,"Posterior dorsal neural arches, hyposphene- hypantrum articulations: present (0); absent (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C107,WIL02_REF,Wilson (2002) reference layer,reference,2002,107,MC0107,MC0107,PETAL D NSP'S,"Posterior dorsal neural spines, shape: rectangu- lar through most of length (0); ‘petal’ shaped, 262 expanding transversely through 75% of its length and then tapering (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C108,WIL02_REF,Wilson (2002) reference layer,reference,2002,108,MC0108,MC0108,SACRAL_#,"Sacral vertebrae, number: 3 or fewer (0); 4 (1); 5 (2); 6 (3).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C109,WIL02_REF,Wilson (2002) reference layer,reference,2002,109,MC0109,MC0109,SACRICOSTAL_YOKE,"Sacrum, sacricostal yoke: absent (0); present (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C110,WIL02_REF,Wilson (2002) reference layer,reference,2002,110,MC0110,MC0110,SV_CONTR_TO_ACET,Sacral vertebrae contributing to acetabulum: numbers 1-3 (0); numbers 2-4 (1).,,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C111,WIL02_REF,Wilson (2002) reference layer,reference,2002,111,MC0111,MC0111,S NSP'S LONG,"Sacral neural spines, length: approximately twice (0) or four times (1) length of centrum.",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C112,WIL02_REF,Wilson (2002) reference layer,reference,2002,112,MC0112,MC0112,S_RIBS_ABOVE_ILIUM,"Sacral ribs, dorsoventral length: low, not project- ing beyond dorsal margin of ilium (0); high extending beyond dorsal margin of ilium (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C113,WIL02_REF,Wilson (2002) reference layer,reference,2002,113,MC0113,MC0113,SPONGY CA'S,"Caudal bone texture: solid (0); spongy, with large internal cells (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C114,WIL02_REF,Wilson (2002) reference layer,reference,2002,114,MC0114,MC0114,SHORT_TAIL,"Caudal vertebrae, number: more than 45 (0); 35 or fewer (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C115,WIL02_REF,Wilson (2002) reference layer,reference,2002,115,MC0115,MC0115,TR PR'S DISAPPEAR BY CA 15,Caudal transverse processes: persist through caudal 20 or more posteriorly (0); disappear by caudal 15 (1); disappear by caudal 10 (2).,,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C116,WIL02_REF,Wilson (2002) reference layer,reference,2002,116,MC0116,MC0116,CA_1_BICONVEX,"First caudal centrum, articular face shape: flat (0); procoelous (1); opisthocoelous (2); biconvex (3).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C117,WIL02_REF,Wilson (2002) reference layer,reference,2002,117,MC0117,MC0117,CA_1_WITH_COEL_IN_N_ARCH,"First caudal neural arch, coel on lateral aspect of neural spine: absent (0); present (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C118,WIL02_REF,Wilson (2002) reference layer,reference,2002,118,MC0118,MC0118,PROCOELOUS ANT CA'S,"Anterior caudal centra (excluding the first), articular face shape: amphiplatyan or platy- coelous (0); procoelous (1); opisthocoelous (2).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C119,WIL02_REF,Wilson (2002) reference layer,reference,2002,119,MC0119,MC0119,ANT CA C W/PLEUROCOEL,"Anterior caudal centra, pneumatopores (pleuro- coels): absent (0); present (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C120,WIL02_REF,Wilson (2002) reference layer,reference,2002,120,MC0120,MC0120,CA_LENTHENING_POSTERIORLY,"Anterior caudal centra, length: approximately the same (0) or doubling (1) over the first 20 vertebrae.",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C121,WIL02_REF,Wilson (2002) reference layer,reference,2002,121,MC0121,MC0121,ANT CA W/SPRL,"Anterior caudal neural arches, spinoprezygapo- physeal lamina (sprl): absent (0); present and extending onto lateral aspect of neural spine (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C122,WIL02_REF,Wilson (2002) reference layer,reference,2002,122,MC0122,MC0122,ANT CA W/SPRL+SPOL,"Anterior caudal neural arches, spinoprezygapo- physeal lamina (sprl)-spinopostzygapophyseal lamina (spol) contact: absent (0); present, form- ing a prominent lamina on lateral aspect of neu- ral spine (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C123,WIL02_REF,Wilson (2002) reference layer,reference,2002,123,MC0123,MC0123,ANT CA W/ PRSL,"Anterior caudal neural arches, prespinal lamina (prsl): absent (0); present (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C124,WIL02_REF,Wilson (2002) reference layer,reference,2002,124,MC0124,MC0124,ANT CA W/ POSL,"Anterior caudal neural arches, postspinal lamina (posl): absent (0); present (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C125,WIL02_REF,Wilson (2002) reference layer,reference,2002,125,MC0125,MC0125,ANT CA'S W/POSTSPINAL FOSSA,"Anterior caudal neural arches, postspinal fossa: absent (0); present (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C126,WIL02_REF,Wilson (2002) reference layer,reference,2002,126,MC0126,MC0126,ANT_CA_N_SP_BROAD,"Anterior caudal neural spines, transverse breadth: approximately 50% of (0) or greater than (1) anteroposterior length.",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C127,WIL02_REF,Wilson (2002) reference layer,reference,2002,127,MC0127,MC0127,ANT_CA_TR_PR_DEEP_DV,"Anterior caudal transverse processes, proximal depth: shallow, on centrum only (0); deep, extending from centrum to neural arch (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C128,WIL02_REF,Wilson (2002) reference layer,reference,2002,128,MC0128,MC0128,WINGLIKE CA TR PR'S,"Anterior caudal transverse processes, shape: triangular, tapering distally (0); ‘wing-like’, not tapering distally (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C129,WIL02_REF,Wilson (2002) reference layer,reference,2002,129,MC0129,MC0129,ANT CA W/ DL'S,"Anterior caudal transverse processes, diapophy- seal laminae (acdl, pcdl, prdl, podl): absent (0); present (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C130,WIL02_REF,Wilson (2002) reference layer,reference,2002,130,MC0130,MC0130,ANT CA'S W/ DIVD ACDL,"Anterior caudal transverse processes, anterior centrodiapophyseal lamina (acdl), shape: single (0); divided (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C131,WIL02_REF,Wilson (2002) reference layer,reference,2002,131,MC0131,MC0131,ANT&MID_CA_CENTRA_FLAT_V_&_L,"Anterior and middle caudal centra, shape: cylin- drical (0); quadrangular, flat ventrally and later- ally (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C132,WIL02_REF,Wilson (2002) reference layer,reference,2002,132,MC0132,MC0132,ANT&MID CA CENTRA W/MED V HOLLO,"Anterior and middle caudal centra, ventral lon- gitudinal hollow: absent (0); present (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C133,WIL02_REF,Wilson (2002) reference layer,reference,2002,133,MC0133,MC0133,MID_CA_NSP_OVER_POST_CENTRUM,"Middle caudal neural spines, orientation: angled posterodorsally (0); vertical (1).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
WIL02_REF:C134,WIL02_REF,Wilson (2002) reference layer,reference,2002,134,MC0134,MC0134,MID/POST CA'S PROCOELOUS,"Middle and posterior caudal centra, anterior articular face shape: flat (0); procoelous (cone shaped) (1); opisthocoelous (2).",,,,origin,,,Wilson (2002),,,,high,,Reference definition layer; not the project's separately analysed W02/WE14 dataset.
